series,country,x_position,value,color_r,color_g,color_b,plot_title,plot_description,x_axis_label,y_axis_label,value_unit
series_0,,5,2.56,144,178,213,CIT and DBCFT Revenue: Resource-Rich vs Non-Resource-Rich Countries,Comparison of tax revenues between resource-rich and non-resource-rich countries,Country Type,Percent of GDP,percent
series_0,,10,2.56,144,178,213,CIT and DBCFT Revenue: Resource-Rich vs Non-Resource-Rich Countries,Comparison of tax revenues between resource-rich and non-resource-rich countries,Country Type,Percent of GDP,percent
series_0,,15,2.56,144,178,213,CIT and DBCFT Revenue: Resource-Rich vs Non-Resource-Rich Countries,Comparison of tax revenues between resource-rich and non-resource-rich countries,Country Type,Percent of GDP,percent
series_0,,20,2.56,144,178,213,CIT and DBCFT Revenue: Resource-Rich vs Non-Resource-Rich Countries,Comparison of tax revenues between resource-rich and non-resource-rich countries,Country Type,Percent of GDP,percent
series_0,,25,2.56,144,178,213,CIT and DBCFT Revenue: Resource-Rich vs Non-Resource-Rich Countries,Comparison of tax revenues between resource-rich and non-resource-rich countries,Country Type,Percent of GDP,percent
series_0,,30,2.56,144,178,213,CIT and DBCFT Revenue: Resource-Rich vs Non-Resource-Rich Countries,Comparison of tax revenues between resource-rich and non-resource-rich countries,Country Type,Percent of GDP,percent
series_0,,35,2.56,144,178,213,CIT and DBCFT Revenue: Resource-Rich vs Non-Resource-Rich Countries,Comparison of tax revenues between resource-rich and non-resource-rich countries,Country Type,Percent of GDP,percent
series_0,,40,2.56,144,178,213,CIT and DBCFT Revenue: Resource-Rich vs Non-Resource-Rich Countries,Comparison of tax revenues between resource-rich and non-resource-rich countries,Country Type,Percent of GDP,percent
series_0,,45,2.56,144,178,213,CIT and DBCFT Revenue: Resource-Rich vs Non-Resource-Rich Countries,Comparison of tax revenues between resource-rich and non-resource-rich countries,Country Type,Percent of GDP,percent
series_1,,46,2.73,216,139,149,CIT and DBCFT Revenue: Resource-Rich vs Non-Resource-Rich Countries,Comparison of tax revenues between resource-rich and non-resource-rich countries,Country Type,Percent of GDP,percent
series_2,,46,2.58,113,80,123,CIT and DBCFT Revenue: Resource-Rich vs Non-Resource-Rich Countries,Comparison of tax revenues between resource-rich and non-resource-rich countries,Country Type,Percent of GDP,percent
series_1,,50,2.73,216,139,149,CIT and DBCFT Revenue: Resource-Rich vs Non-Resource-Rich Countries,Comparison of tax revenues between resource-rich and non-resource-rich countries,Country Type,Percent of GDP,percent
series_1,,55,2.73,216,139,149,CIT and DBCFT Revenue: Resource-Rich vs Non-Resource-Rich Countries,Comparison of tax revenues between resource-rich and non-resource-rich countries,Country Type,Percent of GDP,percent
series_1,,60,2.73,216,139,149,CIT and DBCFT Revenue: Resource-Rich vs Non-Resource-Rich Countries,Comparison of tax revenues between resource-rich and non-resource-rich countries,Country Type,Percent of GDP,percent
series_1,,65,2.73,216,139,149,CIT and DBCFT Revenue: Resource-Rich vs Non-Resource-Rich Countries,Comparison of tax revenues between resource-rich and non-resource-rich countries,Country Type,Percent of GDP,percent
series_1,,70,2.73,216,139,149,CIT and DBCFT Revenue: Resource-Rich vs Non-Resource-Rich Countries,Comparison of tax revenues between resource-rich and non-resource-rich countries,Country Type,Percent of GDP,percent
series_1,,75,2.73,216,139,149,CIT and DBCFT Revenue: Resource-Rich vs Non-Resource-Rich Countries,Comparison of tax revenues between resource-rich and non-resource-rich countries,Country Type,Percent of GDP,percent
series_1,,80,2.73,216,139,149,CIT and DBCFT Revenue: Resource-Rich vs Non-Resource-Rich Countries,Comparison of tax revenues between resource-rich and non-resource-rich countries,Country Type,Percent of GDP,percent
series_1,,85,2.73,216,139,149,CIT and DBCFT Revenue: Resource-Rich vs Non-Resource-Rich Countries,Comparison of tax revenues between resource-rich and non-resource-rich countries,Country Type,Percent of GDP,percent
series_0,,116,4.83,144,178,213,CIT and DBCFT Revenue: Resource-Rich vs Non-Resource-Rich Countries,Comparison of tax revenues between resource-rich and non-resource-rich countries,Country Type,Percent of GDP,percent
series_0,,120,4.83,144,178,213,CIT and DBCFT Revenue: Resource-Rich vs Non-Resource-Rich Countries,Comparison of tax revenues between resource-rich and non-resource-rich countries,Country Type,Percent of GDP,percent
series_0,,125,4.83,144,178,213,CIT and DBCFT Revenue: Resource-Rich vs Non-Resource-Rich Countries,Comparison of tax revenues between resource-rich and non-resource-rich countries,Country Type,Percent of GDP,percent
series_0,,130,4.83,144,178,213,CIT and DBCFT Revenue: Resource-Rich vs Non-Resource-Rich Countries,Comparison of tax revenues between resource-rich and non-resource-rich countries,Country Type,Percent of GDP,percent
series_0,,135,4.83,144,178,213,CIT and DBCFT Revenue: Resource-Rich vs Non-Resource-Rich Countries,Comparison of tax revenues between resource-rich and non-resource-rich countries,Country Type,Percent of GDP,percent
series_0,,140,4.83,144,178,213,CIT and DBCFT Revenue: Resource-Rich vs Non-Resource-Rich Countries,Comparison of tax revenues between resource-rich and non-resource-rich countries,Country Type,Percent of GDP,percent
series_0,,145,4.83,144,178,213,CIT and DBCFT Revenue: Resource-Rich vs Non-Resource-Rich Countries,Comparison of tax revenues between resource-rich and non-resource-rich countries,Country Type,Percent of GDP,percent
series_0,,150,4.83,144,178,213,CIT and DBCFT Revenue: Resource-Rich vs Non-Resource-Rich Countries,Comparison of tax revenues between resource-rich and non-resource-rich countries,Country Type,Percent of GDP,percent
series_0,,155,4.83,144,178,213,CIT and DBCFT Revenue: Resource-Rich vs Non-Resource-Rich Countries,Comparison of tax revenues between resource-rich and non-resource-rich countries,Country Type,Percent of GDP,percent
series_1,,157,3.79,216,139,149,CIT and DBCFT Revenue: Resource-Rich vs Non-Resource-Rich Countries,Comparison of tax revenues between resource-rich and non-resource-rich countries,Country Type,Percent of GDP,percent
series_2,,156,3.81,113,80,123,CIT and DBCFT Revenue: Resource-Rich vs Non-Resource-Rich Countries,Comparison of tax revenues between resource-rich and non-resource-rich countries,Country Type,Percent of GDP,percent
series_1,,160,3.79,216,139,149,CIT and DBCFT Revenue: Resource-Rich vs Non-Resource-Rich Countries,Comparison of tax revenues between resource-rich and non-resource-rich countries,Country Type,Percent of GDP,percent
series_1,,165,3.79,216,139,149,CIT and DBCFT Revenue: Resource-Rich vs Non-Resource-Rich Countries,Comparison of tax revenues between resource-rich and non-resource-rich countries,Country Type,Percent of GDP,percent
series_1,,170,3.79,216,139,149,CIT and DBCFT Revenue: Resource-Rich vs Non-Resource-Rich Countries,Comparison of tax revenues between resource-rich and non-resource-rich countries,Country Type,Percent of GDP,percent
