series,x_position,country,value_normalized,value,value_unit,color_r,color_g,color_b,plot_title,plot_description,x_axis_label,y_axis_label
series_0,2,,100.0,200.0,percent,199,187,197,Net IIP vs Trade Balance by Country,Scatter plot showing relationship between trade balance and net international investment position,"Trade Balance, Percent of GDP","Net IIP, Percent of GDP"
series_0,3,,73.04347826086956,38.26086956521738,percent,199,187,197,Net IIP vs Trade Balance by Country,Scatter plot showing relationship between trade balance and net international investment position,"Trade Balance, Percent of GDP","Net IIP, Percent of GDP"
series_0,4,,73.04347826086956,38.26086956521738,percent,199,187,197,Net IIP vs Trade Balance by Country,Scatter plot showing relationship between trade balance and net international investment position,"Trade Balance, Percent of GDP","Net IIP, Percent of GDP"
series_0,5,,73.04347826086956,38.26086956521738,percent,199,187,197,Net IIP vs Trade Balance by Country,Scatter plot showing relationship between trade balance and net international investment position,"Trade Balance, Percent of GDP","Net IIP, Percent of GDP"
series_0,6,,73.04347826086956,38.26086956521738,percent,199,187,197,Net IIP vs Trade Balance by Country,Scatter plot showing relationship between trade balance and net international investment position,"Trade Balance, Percent of GDP","Net IIP, Percent of GDP"
series_0,7,,73.04347826086956,38.26086956521738,percent,199,187,197,Net IIP vs Trade Balance by Country,Scatter plot showing relationship between trade balance and net international investment position,"Trade Balance, Percent of GDP","Net IIP, Percent of GDP"
series_0,9,,73.04347826086956,38.26086956521738,percent,199,187,197,Net IIP vs Trade Balance by Country,Scatter plot showing relationship between trade balance and net international investment position,"Trade Balance, Percent of GDP","Net IIP, Percent of GDP"
series_0,10,,73.04347826086956,38.26086956521738,percent,199,187,197,Net IIP vs Trade Balance by Country,Scatter plot showing relationship between trade balance and net international investment position,"Trade Balance, Percent of GDP","Net IIP, Percent of GDP"
series_0,11,,58.69565217391305,-47.82608695652169,percent,199,187,197,Net IIP vs Trade Balance by Country,Scatter plot showing relationship between trade balance and net international investment position,"Trade Balance, Percent of GDP","Net IIP, Percent of GDP"
series_0,12,,73.04347826086956,38.26086956521738,percent,199,187,197,Net IIP vs Trade Balance by Country,Scatter plot showing relationship between trade balance and net international investment position,"Trade Balance, Percent of GDP","Net IIP, Percent of GDP"
series_0,13,,73.04347826086956,38.26086956521738,percent,199,187,197,Net IIP vs Trade Balance by Country,Scatter plot showing relationship between trade balance and net international investment position,"Trade Balance, Percent of GDP","Net IIP, Percent of GDP"
