series,country,x_position,value,color_r,color_g,color_b,plot_title,plot_description,x_axis_label,y_axis_label,value_unit
series_1,,10,6.465,178,196,215,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change,unknown
series_1,,13,6.5649999999999995,178,196,215,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change,unknown
series_1,,15,6.17,178,196,215,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change,unknown
series_1,,18,5.58,178,196,215,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change,unknown
series_1,,21,5.25,178,196,215,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change,unknown
series_0,,26,-0.36,177,27,45,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change,unknown
series_1,,24,4.92,178,196,215,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change,unknown
series_2,,26,4.85,92,143,189,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change,unknown
series_0,,27,-0.3,177,27,45,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change,unknown
series_1,,27,4.65,178,196,215,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change,unknown
series_2,,28,4.13,92,143,189,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change,unknown
series_0,,30,0.46499999999999997,177,27,45,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change,unknown
series_1,,30,9.27,178,196,215,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change,unknown
series_2,,30,8.81,92,143,189,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change,unknown
series_0,,34,0.43,177,27,45,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change,unknown
series_1,,33,9.27,178,196,215,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change,unknown
series_2,,33,5.015000000000001,92,143,189,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change,unknown
series_0,,36,0.83,177,27,45,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change,unknown
series_1,,36,9.08,178,196,215,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change,unknown
series_2,,36,3.93,92,143,189,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change,unknown
series_0,,39,0.1,177,27,45,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change,unknown
series_1,,39,8.88,178,196,215,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change,unknown
series_2,,39,4.06,92,143,189,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change,unknown
series_0,,42,0.69,177,27,45,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change,unknown
series_1,,42,5.25,178,196,215,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change,unknown
series_2,,42,3.2,92,143,189,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change,unknown
series_0,,45,0.89,177,27,45,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change,unknown
series_1,,45,4.26,178,196,215,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change,unknown
series_2,,45,3.73,92,143,189,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change,unknown
series_0,,48,0.83,177,27,45,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change,unknown
series_1,,48,3.07,178,196,215,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change,unknown
series_2,,48,2.87,92,143,189,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change,unknown
series_0,,51,0.83,177,27,45,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change,unknown
series_1,,51,3.4,178,196,215,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change,unknown
series_2,,51,3.14,92,143,189,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change,unknown
series_0,,54,0.96,177,27,45,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change,unknown
series_1,,54,3.2,178,196,215,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change,unknown
series_2,,54,2.87,92,143,189,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change,unknown
series_0,,57,0.83,177,27,45,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change,unknown
series_1,,57,2.28,178,196,215,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change,unknown
series_2,,57,1.49,92,143,189,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change,unknown
series_0,,60,0.23,177,27,45,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change,unknown
series_1,,60,1.55,178,196,215,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change,unknown
series_2,,60,1.155,92,143,189,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change,unknown
series_0,,63,-0.63,177,27,45,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change,unknown
series_1,,63,-0.76,178,196,215,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change,unknown
series_0,,66,-0.36,177,27,45,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change,unknown
series_1,,66,-1.88,178,196,215,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change,unknown
series_0,,69,-0.76,177,27,45,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change,unknown
series_1,,69,-0.69,178,196,215,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change,unknown
series_0,,72,-0.1,177,27,45,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change,unknown
series_1,,72,-0.03,178,196,215,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change,unknown
