series,country,x_position,value,color_r,color_g,color_b,plot_title,plot_description,x_axis_label,y_axis_label,value_unit
series_0,,7,2.795,144,178,213,CIT and DBCFT Revenue: Resource-Rich vs Non-Resource-Rich Countries,Comparison of tax revenues between resource-rich and non-resource-rich countries,Country Type,Percent of GDP,percent
series_0,,9,2.79,144,178,213,CIT and DBCFT Revenue: Resource-Rich vs Non-Resource-Rich Countries,Comparison of tax revenues between resource-rich and non-resource-rich countries,Country Type,Percent of GDP,percent
series_0,,12,2.79,144,178,213,CIT and DBCFT Revenue: Resource-Rich vs Non-Resource-Rich Countries,Comparison of tax revenues between resource-rich and non-resource-rich countries,Country Type,Percent of GDP,percent
series_0,,15,2.79,144,178,213,CIT and DBCFT Revenue: Resource-Rich vs Non-Resource-Rich Countries,Comparison of tax revenues between resource-rich and non-resource-rich countries,Country Type,Percent of GDP,percent
series_0,,18,2.79,144,178,213,CIT and DBCFT Revenue: Resource-Rich vs Non-Resource-Rich Countries,Comparison of tax revenues between resource-rich and non-resource-rich countries,Country Type,Percent of GDP,percent
series_0,,21,2.79,144,178,213,CIT and DBCFT Revenue: Resource-Rich vs Non-Resource-Rich Countries,Comparison of tax revenues between resource-rich and non-resource-rich countries,Country Type,Percent of GDP,percent
series_0,,24,2.79,144,178,213,CIT and DBCFT Revenue: Resource-Rich vs Non-Resource-Rich Countries,Comparison of tax revenues between resource-rich and non-resource-rich countries,Country Type,Percent of GDP,percent
series_1,,26,2.93,216,140,149,CIT and DBCFT Revenue: Resource-Rich vs Non-Resource-Rich Countries,Comparison of tax revenues between resource-rich and non-resource-rich countries,Country Type,Percent of GDP,percent
series_3,,26,2.93,206,103,114,CIT and DBCFT Revenue: Resource-Rich vs Non-Resource-Rich Countries,Comparison of tax revenues between resource-rich and non-resource-rich countries,Country Type,Percent of GDP,percent
series_1,,27,2.93,216,140,149,CIT and DBCFT Revenue: Resource-Rich vs Non-Resource-Rich Countries,Comparison of tax revenues between resource-rich and non-resource-rich countries,Country Type,Percent of GDP,percent
series_3,,27,2.93,206,103,114,CIT and DBCFT Revenue: Resource-Rich vs Non-Resource-Rich Countries,Comparison of tax revenues between resource-rich and non-resource-rich countries,Country Type,Percent of GDP,percent
series_1,,30,2.93,216,140,149,CIT and DBCFT Revenue: Resource-Rich vs Non-Resource-Rich Countries,Comparison of tax revenues between resource-rich and non-resource-rich countries,Country Type,Percent of GDP,percent
series_3,,30,2.93,206,103,114,CIT and DBCFT Revenue: Resource-Rich vs Non-Resource-Rich Countries,Comparison of tax revenues between resource-rich and non-resource-rich countries,Country Type,Percent of GDP,percent
series_1,,33,2.93,216,140,149,CIT and DBCFT Revenue: Resource-Rich vs Non-Resource-Rich Countries,Comparison of tax revenues between resource-rich and non-resource-rich countries,Country Type,Percent of GDP,percent
series_3,,33,2.93,206,103,114,CIT and DBCFT Revenue: Resource-Rich vs Non-Resource-Rich Countries,Comparison of tax revenues between resource-rich and non-resource-rich countries,Country Type,Percent of GDP,percent
series_1,,36,2.93,216,140,149,CIT and DBCFT Revenue: Resource-Rich vs Non-Resource-Rich Countries,Comparison of tax revenues between resource-rich and non-resource-rich countries,Country Type,Percent of GDP,percent
